,Gene description,Gene name,Chromosome/scaffold name,mitochondrial,hemoglobin,sex_linked,canonical_neuronal,glutamatergic
ENSRNOG00000002986,EF-hand domain containing 2 [Source:RGD Symbol;Acc:1563388],Efhc2,X,False,False,False,False,False
ENSRNOG00000070408,olfactory receptor 1731 [Source:RGD Symbol;Acc:1333933],Olr1731,20,False,False,False,False,False
ENSRNOG00000069990,olfactory receptor 1559 [Source:RGD Symbol;Acc:1333528],Olr1559,11,False,False,False,False,False
ENSRNOG00000037894,,AABR07068042.1,9,False,False,False,False,False
ENSRNOG00000028652,microtubule-associated protein 10 [Source:RGD Symbol;Acc:1308644],Map10,19,False,False,False,False,False
ENSRNOG00000013763,ER lipid raft associated 2 [Source:RGD Symbol;Acc:1309010],Erlin2,16,False,False,False,False,False
ENSRNOG00000001645,filamin A interacting protein 1-like [Source:RGD Symbol;Acc:1565927],Filip1l,11,False,False,False,False,False
ENSRNOG00000070913,,,13,False,False,False,False,False
ENSRNOG00000009154,H6 family homeobox 1 [Source:RGD Symbol;Acc:1304928],Hmx1,14,False,False,False,False,False
ENSRNOG00000068101,,,X,False,False,False,False,False
ENSRNOG00000065142,hypothetical LOC100363225 [Source:NCBI gene (formerly Entrezgene);Acc:100363225],,JACYVU010000319.1,False,False,False,False,False
ENSRNOG00000013281,MIB E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1307195],Mib1,18,False,False,False,False,False
ENSRNOG00000024384,carboxypeptidase N subunit 2 [Source:RGD Symbol;Acc:1305170],Cpn2,11,False,False,False,False,False
ENSRNOG00000002174,cell wall biogenesis 43 C-terminal homolog [Source:RGD Symbol;Acc:1310958],Cwh43,14,False,False,False,False,False
ENSRNOG00000057443,nitric oxide synthase 2 [Source:RGD Symbol;Acc:3185],Nos2,10,False,False,False,False,False
ENSRNOG00000055524,thyroid hormone receptor interactor 10 [Source:RGD Symbol;Acc:621145],Trip10,9,False,False,False,False,False
ENSRNOG00000043077,"zinc finger protein, multitype 1 [Source:RGD Symbol;Acc:1582810]",Zfpm1,19,False,False,False,False,False
ENSRNOG00000002908,"solute carrier family 35, member A4 [Source:RGD Symbol;Acc:628792]",Slc35a4,18,False,False,False,False,False
ENSRNOG00000071154,,,13,False,False,False,False,False
ENSRNOG00000062937,,,13,False,False,False,False,False
ENSRNOG00000010550,trafficking protein particle complex subunit 3 [Source:RGD Symbol;Acc:1309135],Trappc3,5,False,False,False,False,False
ENSRNOG00000057751,growth differentiation factor 2 [Source:RGD Symbol;Acc:1586196],Gdf2,16,False,False,False,False,False
ENSRNOG00000016001,charged multivesicular body protein 1A [Source:RGD Symbol;Acc:1311083],Chmp1a,19,False,False,False,False,False
ENSRNOG00000003305,C-X-C motif chemokine receptor 3 [Source:RGD Symbol;Acc:621528],Cxcr3,X,False,False,False,False,False
ENSRNOG00000047396,required for meiotic nuclear division 5 homolog B [Source:RGD Symbol;Acc:1559511],Rmnd5b,10,False,False,False,False,False
ENSRNOG00000046780,olfactory receptor 1542 [Source:RGD Symbol;Acc:1332965],Olr1542,11,False,False,False,False,False
ENSRNOG00000062740,,,19,False,False,False,False,False
ENSRNOG00000023197,zinc finger protein 608 [Source:RGD Symbol;Acc:1306824],Zfp608,18,False,False,False,False,False
ENSRNOG00000053410,adenylate cyclase 10 [Source:RGD Symbol;Acc:708450],Adcy10,13,False,False,False,False,False
ENSRNOG00000003822,"SLU7 homolog, splicing factor [Source:RGD Symbol;Acc:631432]",Slu7,10,False,False,False,False,False
ENSRNOG00000070355,tubulin epsilon and delta complex 1 [Source:RGD Symbol;Acc:1596085],Tedc1,6,False,False,False,False,False
ENSRNOG00000060817,signal transducing adaptor molecule [Source:RGD Symbol;Acc:1564499],Stam,17,False,False,False,False,False
ENSRNOG00000016995,zeta chain of T cell receptor associated protein kinase 70 [Source:RGD Symbol;Acc:3983],Zap70,9,False,False,False,False,False
ENSRNOG00000064260,,,JACYVU010000319.1,False,False,False,False,False
ENSRNOG00000021289,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:RGD Symbol;Acc:1305532]",Rbbp5,13,False,False,False,False,False
ENSRNOG00000047171,ring finger protein 8 [Source:RGD Symbol;Acc:1308035],Rnf8,20,False,False,False,False,False
ENSRNOG00000052348,V-set pre-B cell surrogate light chain 1 [Source:RGD Symbol;Acc:1588558],Vpreb1,11,False,False,False,False,False
ENSRNOG00000029134,adhesion G protein-coupled receptor L1 [Source:RGD Symbol;Acc:620768],Adgrl1,19,False,False,False,False,False
ENSRNOG00000060580,"solute carrier family 10 (sodium/bile acid cotransporter family), member 3 [Source:MGI Symbol;Acc:MGI:95048]",Slc10a3,X,False,False,False,False,False
ENSRNOG00000047446,forkhead box C2 [Source:RGD Symbol;Acc:621703],Foxc2,19,False,False,False,False,False
ENSRNOG00000066582,uncharacterized LOC108352541 [Source:RGD Symbol;Acc:11457516],,13,False,False,False,False,False
ENSRNOG00000036670,testis expressed 19.1 [Source:RGD Symbol;Acc:1566280],Tex19.1,10,False,False,False,False,False
ENSRNOG00000001711,phospholipase A and acyltransferase 1 [Source:RGD Symbol;Acc:1309485],Plaat1,11,False,False,False,False,False
ENSRNOG00000039562,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 pseudogene [Source:RGD Symbol;Acc:11463329],AABR07033987.1,11,False,False,False,False,False
ENSRNOG00000060262,,,X,False,False,False,False,False
ENSRNOG00000003649,quiescin sulfhydryl oxidase 1 [Source:RGD Symbol;Acc:68957],Qsox1,13,False,False,False,False,False
ENSRNOG00000011400,RALY RNA binding protein-like [Source:RGD Symbol;Acc:1305844],Ralyl,2,False,False,False,False,False
ENSRNOG00000018170,solute carrier family 27 member 1 [Source:RGD Symbol;Acc:620927],Slc27a1,16,False,False,False,False,False
ENSRNOG00000009760,paralemmin [Source:RGD Symbol;Acc:620341],Palm,7,False,False,False,False,False
ENSRNOG00000068996,olfactory receptor 178 [Source:MGI Symbol;Acc:MGI:3030012],Or5k15,11,False,False,False,False,False
ENSRNOG00000025231,leucine rich repeat containing 29 [Source:RGD Symbol;Acc:1593150],Lrrc29,19,False,False,False,False,False
ENSRNOG00000017129,tubulin tyrosine ligase like 4 [Source:RGD Symbol;Acc:1594742],Ttll4,9,False,False,False,False,False
ENSRNOG00000019766,exocyst complex component 8 [Source:RGD Symbol;Acc:620245],Exoc8,19,False,False,False,False,False
ENSRNOG00000065297,ubiquitin-conjugating enzyme E2D 4 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100359803],,X,False,False,False,False,False
ENSRNOG00000003956,Rho GTPase activating protein 6 [Source:RGD Symbol;Acc:2323364],Arhgap6,X,False,False,False,False,False
ENSRNOG00000019235,RNA binding motif protein 22 [Source:RGD Symbol;Acc:1305770],Rbm22,18,False,False,False,False,False
ENSRNOG00000033321,high mobility group box 2 [Source:RGD Symbol;Acc:69291],Hmgb2l1,11,False,False,False,False,False
ENSRNOG00000020203,"protein tyrosine phosphatase, non-receptor type 20 [Source:RGD Symbol;Acc:1309812]",Ptpn20,16,False,False,False,False,False
ENSRNOG00000024053,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like [Source:RGD Symbol;Acc:9232662]",,X,False,False,False,False,False
ENSRNOG00000065493,,,X,False,False,False,False,False
ENSRNOG00000025990,immunoglobulin lambda-like polypeptide 1 [Source:RGD Symbol;Acc:2321140],Igll1,11,False,False,False,False,False
ENSRNOG00000000846,lymphocyte antigen 6 family member G5C [Source:RGD Symbol;Acc:735180],Ly6g5c,20,False,False,False,False,False
ENSRNOG00000068173,,,13,False,False,False,False,False
ENSRNOG00000046946,patched domain containing 3 [Source:RGD Symbol;Acc:1590039],Ptchd3,10,False,False,False,False,False
ENSRNOG00000063053,,,5,False,False,False,False,False
ENSRNOG00000018786,,AABR07071746.1,8,False,False,False,False,False
ENSRNOG00000047125,forkhead box L1 [Source:RGD Symbol;Acc:1584212],Foxl1,19,False,False,False,False,False
ENSRNOG00000000547,TSPY-like 4 [Source:RGD Symbol;Acc:1306653],Tspyl4,20,False,False,False,False,False
ENSRNOG00000063731,,,13,False,False,False,False,False
ENSRNOG00000015772,similar to Methionine aminopeptidase 2 (MetAP 2) [Source:RGD Symbol;Acc:1560341],RGD1560341,18,False,False,False,False,False
ENSRNOG00000050794,PDZ and LIM domain 4 [Source:RGD Symbol;Acc:3575],Pdlim4,10,False,False,False,False,False
ENSRNOG00000065215,,,11,False,False,False,False,False
ENSRNOG00000016463,"Prolactin family 2, subfamily a, member 1 [Source:RGD Symbol;Acc:620121]",Prl2a1,17,False,False,False,False,False
ENSRNOG00000071008,,,18,False,False,False,False,False
ENSRNOG00000070277,,,X,False,False,False,False,False
ENSRNOG00000069041,,,13,False,False,False,False,False
ENSRNOG00000062793,SET nuclear proto-oncogene [Source:RGD Symbol;Acc:1307467],Set,19,False,False,False,False,False
ENSRNOG00000006398,ATP binding cassette subfamily B member 5 [Source:RGD Symbol;Acc:1566342],Abcb5,6,False,False,False,False,False
ENSRNOG00000054902,"transient receptor potential cation channel, subfamily C, member 1 [Source:RGD Symbol;Acc:619783]",Trpc1,8,False,False,False,False,False
ENSRNOG00000046163,similar to RIKEN cDNA 1700081O22 [Source:NCBI gene (formerly Entrezgene);Acc:367515],AABR07042936.1,JACYVU010000319.1,False,False,False,False,False
ENSRNOG00000024934,"nuclear protein, co-activator of histone transcription [Source:RGD Symbol;Acc:1311947]",Npat,8,False,False,False,False,False
ENSRNOG00000032844,"RT1 class II, locus Da [Source:RGD Symbol;Acc:1593283]",RT1-Da,20,False,False,False,False,False
ENSRNOG00000069455,,,13,False,False,False,False,False
ENSRNOG00000000853,allograft inflammatory factor 1 [Source:RGD Symbol;Acc:61924],Aif1,20,False,False,False,False,False
ENSRNOG00000065853,hypothetical LOC100360368 [Source:RGD Symbol;Acc:2322285],,11,False,False,False,False,False
ENSRNOG00000032964,similar to 60S ribosomal protein L37a [Source:RGD Symbol;Acc:1564849],AABR07045454.1,20,False,False,False,False,False
ENSRNOG00000019492,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:RGD Symbol;Acc:1304827]",Pomgnt2,8,False,False,False,False,False
ENSRNOG00000028411,PEST proteolytic signal containing nuclear protein [Source:RGD Symbol;Acc:1563775],Pcnp,11,False,False,False,False,False
ENSRNOG00000002974,caudal type homeo box 4 [Source:RGD Symbol;Acc:1561529],Cdx4,X,False,False,False,False,False
ENSRNOG00000016021,LIM zinc finger domain containing 2 [Source:RGD Symbol;Acc:1305273],Lims2,18,False,False,False,False,False
ENSRNOG00000016660,cytochrome c oxidase subunit 5B [Source:RGD Symbol;Acc:620608],Cox5b,9,False,False,False,False,False
ENSRNOG00000019456,lysyl-tRNA synthetase [Source:RGD Symbol;Acc:1359653],Kars,19,False,False,False,False,False
ENSRNOG00000004581,zinc finger DHHC-type palmitoyltransferase 9 [Source:RGD Symbol;Acc:1561389],Zdhhc9,X,False,False,False,False,False
ENSRNOG00000009646,nyctalopin [Source:RGD Symbol;Acc:1561300],Nyx,X,False,False,False,False,False
ENSRNOG00000055751,prolyl 3-hydroxylase 2 [Source:RGD Symbol;Acc:1304568],P3h2,11,False,False,False,False,False
ENSRNOG00000004512,apolipoprotein O-like [Source:MGI Symbol;Acc:MGI:1915367],Apool,X,False,False,False,False,False
ENSRNOG00000051278,HAUS augmin-like complex subunit 2-like [Source:RGD Symbol;Acc:6489015],AC125920.1,19,False,False,False,False,False
ENSRNOG00000068898,,,13,False,False,False,False,False
ENSRNOG00000025883,inositol hexakisphosphate kinase 3 [Source:RGD Symbol;Acc:1584104],Ip6k3,20,False,False,False,False,False
ENSRNOG00000054219,V-set and immunoglobulin domain containing 1 [Source:RGD Symbol;Acc:1565570],Vsig1,X,False,False,False,False,False
ENSRNOG00000014459,phosphorylated adaptor for RNA export [Source:RGD Symbol;Acc:708448],Phax,18,False,False,False,False,False
ENSRNOG00000001833,minichromosome maintenance complex component 4 [Source:RGD Symbol;Acc:3060],Mcm4,11,False,False,False,False,False
ENSRNOG00000062881,,,11,False,False,False,False,False
ENSRNOG00000028627,hemicentin 1 [Source:RGD Symbol;Acc:1564772],Hmcn1,13,False,False,False,False,False
ENSRNOG00000068708,,,13,False,False,False,False,False
ENSRNOG00000002275,factor interacting with PAPOLA and CPSF1 [Source:RGD Symbol;Acc:1309336],Fip1l1,14,False,False,False,False,False
ENSRNOG00000067001,,,20,False,False,False,False,False
ENSRNOG00000028752,transmembrane protein 81 [Source:RGD Symbol;Acc:1561544],Tmem81,13,False,False,False,False,False
ENSRNOG00000051482,high-mobility group (nonhistone chromosomal) protein 1-like 1 [Source:RGD Symbol;Acc:1587112],Hmg1l1,19,False,False,False,False,False
ENSRNOG00000014866,"phosphatidylinositol glycan anchor biosynthesis, class N [Source:RGD Symbol;Acc:1311346]",Pign,13,False,False,False,False,False
ENSRNOG00000004487,NIMA-related kinase 2 [Source:RGD Symbol;Acc:619792],Nek2l1,13,False,False,False,False,False
ENSRNOG00000071047,TNF superfamily member 11 [Source:RGD Symbol;Acc:620784],Tnfsf11,15,False,False,False,False,False
ENSRNOG00000003009,similar to Ppnx [Source:NCBI gene (formerly Entrezgene);Acc:100361639],AABR07039336.1,X,False,False,False,False,False
ENSRNOG00000065580,,,13,False,False,False,False,False
ENSRNOG00000005669,carbonic anhydrase 8 [Source:RGD Symbol;Acc:1304709],Ca8,5,False,False,False,False,False
ENSRNOG00000012771,DEAD-box helicase 41 [Source:RGD Symbol;Acc:1311758],Ddx41,17,False,False,False,False,False
ENSRNOG00000011276,transmembrane protein 254 [Source:RGD Symbol;Acc:1305689],Tmem254,16,False,False,False,False,False
ENSRNOG00000033603,similar to ribosomal protein L27 [Source:RGD Symbol;Acc:1563835],AABR07034315.1,11,False,False,False,False,False
ENSRNOG00000032183,Scm polycomb group protein homolog 1 [Source:RGD Symbol;Acc:1305788],Scmh1,5,False,False,False,False,False
ENSRNOG00000026180,leucine zipper and EF-hand containing transmembrane protein 2 [Source:RGD Symbol;Acc:1311220],Letm2,16,False,False,False,False,False
ENSRNOG00000065196,,,19,False,False,False,False,False
ENSRNOG00000067609,,,13,False,False,False,False,False
ENSRNOG00000000320,,AABR07045462.1,20,False,False,False,False,False
ENSRNOG00000050215,corneodesmosin [Source:RGD Symbol;Acc:1598543],AABR07044375.1,20,False,False,False,False,False
ENSRNOG00000018848,eukaryotic translation initiation factor 1B [Source:RGD Symbol;Acc:1309241],Eif1b,8,False,False,False,False,False
ENSRNOG00000000986,"calmodulin regulated spectrin-associated protein family, member 3 [Source:RGD Symbol;Acc:1597412]",Camsap3,12,False,False,False,False,False
ENSRNOG00000004111,sterol O-acyltransferase 1 [Source:RGD Symbol;Acc:621641],Soat1,13,False,False,False,False,False
ENSRNOG00000026596,meiotic kinetochore factor [Source:RGD Symbol;Acc:1566120],Meikin,10,False,False,False,False,False
ENSRNOG00000016955,MINDY lysine 48 deubiquitinase 3 [Source:RGD Symbol;Acc:1309605],Mindy3,17,False,False,False,False,False
ENSRNOG00000030927,Grid2 interacting protein [Source:RGD Symbol;Acc:1310492],Grid2ip,12,False,False,False,False,False
ENSRNOG00000022267,"poly(A) binding protein, cytoplasmic 1-like 2A [Source:RGD Symbol;Acc:1566367]",AABR07039334.1,X,False,False,False,False,False
ENSRNOG00000069493,,,19,False,False,False,False,False
ENSRNOG00000016275,transthyretin [Source:RGD Symbol;Acc:3916],Ttr,18,False,False,False,False,False
ENSRNOG00000064188,,,13,False,False,False,False,False
ENSRNOG00000003177,methionine adenosyltransferase 2B [Source:RGD Symbol;Acc:1593534],Mat2b,10,False,False,False,False,False
ENSRNOG00000064655,,,11,False,False,False,False,False
ENSRNOG00000062844,,,X,False,False,False,False,False
ENSRNOG00000017757,,AC132020.1,9,False,False,False,False,False
ENSRNOG00000027954,cadherin 15 [Source:RGD Symbol;Acc:1303000],Cdh15,19,False,False,False,False,False
ENSRNOG00000010748,microtubule associated scaffold protein 1 [Source:RGD Symbol;Acc:631381],Mtus1,16,False,False,False,False,False
ENSRNOG00000026080,hypothetical protein LOC688390 [Source:RGD Symbol;Acc:1589988],,20,False,False,False,False,False
ENSRNOG00000057392,,AABR07042859.1,19,False,False,False,False,False
ENSRNOG00000051261,,AABR07021536.1,13,False,False,False,False,False
ENSRNOG00000002224,"Yip1 domain family, member 7 [Source:RGD Symbol;Acc:1310766]",Yipf7,14,False,False,False,False,False
ENSRNOG00000016871,"prolactin family 8, subfamily a, member 4 [Source:RGD Symbol;Acc:620116]",Prl8a4,17,False,False,False,False,False
ENSRNOG00000009311,follistatin like 3 [Source:RGD Symbol;Acc:621811],Fstl3,7,False,False,False,False,False
ENSRNOG00000004193,kelch-like family member 12 [Source:RGD Symbol;Acc:628717],Klhl12,13,False,False,False,False,False
ENSRNOG00000006400,"TBC1 domain family, member 14 [Source:RGD Symbol;Acc:1309993]",Tbc1d14,14,False,False,False,False,False
ENSRNOG00000045908,"RT1 class II, locus Ha [Source:RGD Symbol;Acc:1595921]",AABR07044416.1,20,False,False,False,False,False
ENSRNOG00000053061,ubiquitin-like 4A [Source:MGI Symbol;Acc:MGI:95049],Ubl4a,X,False,False,False,False,False
ENSRNOG00000028189,hypothetical protein LOC691215 [Source:RGD Symbol;Acc:1586289],,X,False,False,False,False,False
ENSRNOG00000015366,neuralized E3 ubiquitin protein ligase 3 [Source:RGD Symbol;Acc:1359633],Neurl3,9,False,False,False,False,False
ENSRNOG00000067038,,,13,False,False,False,False,False
ENSRNOG00000021943,"family with sequence similarity 216, member B [Source:MGI Symbol;Acc:MGI:2145738]",,15,False,False,False,False,False
ENSRNOG00000003248,myelin protein zero-like 1 [Source:RGD Symbol;Acc:1359140],Mpzl1,13,False,False,False,False,False
ENSRNOG00000023917,similar to hypothetical protein A [Source:RGD Symbol;Acc:1565297],AABR07034362.1,11,False,False,False,False,False
ENSRNOG00000067657,,,19,False,False,False,False,False
ENSRNOG00000070643,,,13,False,False,False,False,False
ENSRNOG00000037628,,AABR07045487.1,20,False,False,False,False,False
ENSRNOG00000003189,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 [Source:RGD Symbol;Acc:620781],Cited1,X,False,False,False,False,False
ENSRNOG00000055514,,AABR07042292.1,X,False,False,False,False,False
ENSRNOG00000021310,"solute carrier family 36, member 3 [Source:RGD Symbol;Acc:1309092]",Slc36a3,10,False,False,False,False,False
ENSRNOG00000003795,angel homolog 2 [Source:RGD Symbol;Acc:1305056],Angel2,13,False,False,False,False,False
ENSRNOG00000021714,CBY1 interacting BAR domain containing 2 [Source:RGD Symbol;Acc:1560673],Cibar2,19,False,False,False,False,False
ENSRNOG00000017188,"cytochrome P450, family 27, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:727915]",Cyp27a1,9,False,False,False,False,False
ENSRNOG00000069871,,,19,False,False,False,False,False
ENSRNOG00000070187,,,13,False,False,False,False,False
ENSRNOG00000061191,,AABR07042293.2,X,False,False,False,False,False
ENSRNOG00000001299,Sad1 and UNC84 domain containing 1 [Source:RGD Symbol;Acc:1359142],Sun1,12,False,False,False,False,False
ENSRNOG00000047294,,AABR07043115.1,19,False,False,False,False,False
ENSRNOG00000068994,,,19,False,False,False,False,False
ENSRNOG00000070865,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 pseudogene [Source:RGD Symbol;Acc:9342064],,11,False,False,False,False,False
ENSRNOG00000025433,,,16,False,False,False,False,False
ENSRNOG00000014621,"RAB8A, member RAS oncogene family [Source:RGD Symbol;Acc:621144]",Rab8a,16,False,False,False,False,False
ENSRNOG00000019181,synaptopodin [Source:RGD Symbol;Acc:620668],Myoz3,18,False,False,False,False,False
ENSRNOG00000063348,,,13,False,False,False,False,False
ENSRNOG00000069043,,,20,False,False,False,False,False
ENSRNOG00000066450,,,19,False,False,False,False,False
ENSRNOG00000060885,"predicted gene, 26007 [Source:RGD Symbol;Acc:15013668]",Gm26007,X,False,False,False,False,False
ENSRNOG00000061731,plexin B3 [Source:RGD Symbol;Acc:1560615],Plxnb3,X,False,False,False,False,False
ENSRNOG00000024517,G protein-coupled receptor 119 [Source:RGD Symbol;Acc:727808],Gpr119,X,False,False,False,False,False
ENSRNOG00000009945,plastin 1 [Source:RGD Symbol;Acc:1307142],Pls1,8,False,False,False,False,False
ENSRNOG00000065480,G protein-coupled receptor 17 [Source:RGD Symbol;Acc:1589785],Gpr17,18,False,False,False,False,False
ENSRNOG00000016622,ankyrin repeat family A member 2 [Source:RGD Symbol;Acc:1303108],Ankra2,X,False,False,False,False,False
ENSRNOG00000049083,nicolin 1 [Source:RGD Symbol;Acc:1589574],Nicn1,8,False,False,False,False,False
ENSRNOG00000025179,ribosomal protein L13a-like [Source:RGD Symbol;Acc:2320899],,20,False,False,False,False,False
ENSRNOG00000056905,U1 spliceosomal RNA [Source:RGD Symbol;Acc:15010605],U1,X,False,False,False,False,False
ENSRNOG00000033389,sushi domain containing 2 [Source:RGD Symbol;Acc:1308595],Susd2,20,False,False,False,False,False
ENSRNOG00000002253,WD repeat domain 5B [Source:RGD Symbol;Acc:1308567],Wdr5b,11,False,False,False,False,False
ENSRNOG00000071092,,,19,False,False,False,False,False
ENSRNOG00000065987,,,JACYVU010000319.1,False,False,False,False,False
ENSRNOG00000009265,potassium two pore domain channel subfamily K member 9 [Source:RGD Symbol;Acc:621451],Kcnk9,7,False,False,False,False,False
ENSRNOG00000029734,similar to Ac1591 [Source:RGD Symbol;Acc:1565933],,14,False,False,False,False,False
ENSRNOG00000037909,"protein phosphatase, Mg2+/Mn2+ dependent, 1F [Source:RGD Symbol;Acc:631363]",Ppm1f,11,False,False,False,False,False
ENSRNOG00000070236,,,X,False,False,False,False,False
ENSRNOG00000016403,oleoyl-ACP hydrolase [Source:RGD Symbol;Acc:621115],Olah,17,False,False,False,False,False
ENSRNOG00000063307,,,13,False,False,False,False,False
ENSRNOG00000001049,"tumor protein, translationally-controlled 1 [Source:RGD Symbol;Acc:621623]",Tpt1,15,False,False,False,False,False
ENSRNOG00000070644,,,16,False,False,False,False,False
ENSRNOG00000053235,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15007763],U6,X,False,False,False,False,False
ENSRNOG00000028158,testis expressed 22 [Source:RGD Symbol;Acc:1597257],Tex22,6,False,False,False,False,False
ENSRNOG00000001613,zinc finger and BTB domain containing 11 [Source:RGD Symbol;Acc:1308275],Zbtb11,11,False,False,False,False,False
ENSRNOG00000069418,,,20,False,False,False,False,False
ENSRNOG00000062849,,,19,False,False,False,False,False
ENSRNOG00000001931,fibroblast growth factor 12 [Source:RGD Symbol;Acc:620163],Fgf12,11,False,False,False,False,False
ENSRNOG00000050949,tetratricopeptide repeat domain 39C [Source:RGD Symbol;Acc:1585423],Ttc39c,18,False,False,False,False,False
ENSRNOG00000018715,C-type lectin domain containing 10A [Source:RGD Symbol;Acc:621158],Clec10a,10,False,False,False,False,False
ENSRNOG00000003832,vasohibin 2 [Source:RGD Symbol;Acc:1564105],Vash2,13,False,False,False,False,False
ENSRNOG00000055256,U2 spliceosomal RNA [Source:RGD Symbol;Acc:15009323],U2,X,False,False,False,False,False
ENSRNOG00000064946,,,13,False,False,False,False,False
ENSRNOG00000068120,,,19,False,False,False,False,False
ENSRNOG00000004424,RAB interacting factor [Source:RGD Symbol;Acc:1359331],Rabif,13,False,False,False,False,False
ENSRNOG00000022411,similar to RIKEN cDNA 2010106E10 [Source:RGD Symbol;Acc:1561958],RGD1561958,X,False,False,False,False,False
ENSRNOG00000024043,"origin recognition complex, subunit 6 [Source:RGD Symbol;Acc:1311437]",Orc6,19,False,False,False,False,False
ENSRNOG00000058942,,AABR07037847.1,X,False,False,False,False,False
ENSRNOG00000009028,ring finger protein 126 [Source:RGD Symbol;Acc:1306011],Rnf126,7,False,False,False,False,False
ENSRNOG00000038610,glyceraldehyde-3-phosphate dehydrogenase pseudogene [Source:RGD Symbol;Acc:11507219],AABR07034445.1,11,False,False,False,False,False
ENSRNOG00000003792,mediator complex subunit 14 [Source:RGD Symbol;Acc:1560170],Med14,X,False,False,False,False,False
ENSRNOG00000071013,,,20,False,False,False,False,False
ENSRNOG00000066416,,,20,False,False,False,False,False
ENSRNOG00000013564,docking protein 3 [Source:RGD Symbol;Acc:1311840],Dok3,17,False,False,False,False,False
ENSRNOG00000055960,U1 spliceosomal RNA [Source:RGD Symbol;Acc:15009861],U1,X,False,False,False,False,False
ENSRNOG00000062578,ras homolog family member U [Source:RGD Symbol;Acc:1596918],Rhou,19,False,False,False,False,False
ENSRNOG00000047531,coiled-coil domain containing 57 [Source:RGD Symbol;Acc:1590047],Ccdc57,10,False,False,False,False,False
ENSRNOG00000009276,schwannomin interacting protein 1 [Source:RGD Symbol;Acc:1309962],Schip1,2,False,False,False,False,False
ENSRNOG00000002389,mortality factor 4 like 2 [Source:RGD Symbol;Acc:1359471],Morf4l2,X,False,False,False,False,False
ENSRNOG00000061257,,AABR07037854.2,X,False,False,False,False,False
ENSRNOG00000025670,shisa family member 3 [Source:RGD Symbol;Acc:1565710],Shisa3,14,False,False,False,False,False
ENSRNOG00000008432,solute carrier family 22 member 5 [Source:RGD Symbol;Acc:3702],Slc22a5,10,False,False,False,False,False
ENSRNOG00000062324,,,6,False,False,False,False,False
ENSRNOG00000071158,uncharacterized LOC108349057 [Source:RGD Symbol;Acc:11401889],,20,False,False,False,False,False
ENSRNOG00000069883,heterogeneous nuclear ribonucleoprotein C-like 1-like [Source:NCBI gene (formerly Entrezgene);Acc:102556082],,19,False,False,False,False,False
ENSRNOG00000026991,,AC110981.1,11,False,False,False,False,False
ENSRNOG00000046891,hexokinase 1 [Source:RGD Symbol;Acc:2796],Hk1,20,False,False,False,False,False
ENSRNOG00000028250,lymphocyte transmembrane adaptor 1 [Source:RGD Symbol;Acc:1563522],Lax1,13,False,False,False,False,False
ENSRNOG00000066029,,,8,False,False,False,False,False
ENSRNOG00000069834,olfactory receptor 1683 [Source:RGD Symbol;Acc:1333502],Olr1683,20,False,False,False,False,False
ENSRNOG00000003749,X-linked Kx blood group [Source:MGI Symbol;Acc:MGI:103569],Xk,X,False,False,False,False,False
ENSRNOG00000020045,dorsal root ganglia homeobox [Source:RGD Symbol;Acc:628616],Drgx,16,False,False,False,False,False
ENSRNOG00000060096,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15013069],U6,X,False,False,False,False,False
ENSRNOG00000001845,DNA topoisomerase III beta [Source:RGD Symbol;Acc:1309468],Top3b,11,False,False,False,False,False
ENSRNOG00000006025,laminin subunit beta 3 [Source:RGD Symbol;Acc:1562668],Lamb3,13,False,False,False,False,False
ENSRNOG00000062821,serologically defined colon cancer antigen 3 [Source:RGD Symbol;Acc:2323222],,16,False,False,False,False,False
ENSRNOG00000069079,,,20,False,False,False,False,False
ENSRNOG00000000407,"discoidin, CUB  and LCCL domain containing 1 [Source:MGI Symbol;Acc:MGI:1913936]",Dcbld1,20,False,False,False,False,False
ENSRNOG00000066573,complement C4A [Source:RGD Symbol;Acc:620005],C4a,20,False,False,False,False,False
ENSRNOG00000005687,"solute carrier family 6 (neurotransmitter transporter), member 14 [Source:MGI Symbol;Acc:MGI:1890216]",Slc6a14,X,False,False,False,False,False
ENSRNOG00000029316,general transcription factor IIF subunit 2 [Source:RGD Symbol;Acc:620772],Gtf2f2,15,False,False,False,False,False
ENSRNOG00000008960,fibroblast growth factor 22 [Source:RGD Symbol;Acc:620177],Fgf22,7,False,False,False,False,False
ENSRNOG00000051820,,AABR07038219.1,X,False,False,False,False,False
ENSRNOG00000055138,claudin 16 [Source:RGD Symbol;Acc:620322],Cldn16,11,False,False,False,False,False
ENSRNOG00000067943,NCBP2 antisense 2 (head to head) [Source:RGD Symbol;Acc:41269461],Ncbp2as2,11,False,False,False,False,False
